,Churn,Item1,Item2,Item4,Item5,Item6,Gender,Age,Income,Marital,Children
441,No,3,4,2,4,3,Female,48,119964.79,Never Married,2
442,Yes,2,3,5,2,5,Female,29,21897.41,Never Married,1
443,Yes,4,4,4,3,3,Female,61,72129.01,Widowed,4
444,No,5,5,4,2,5,Female,73,16368.02,Widowed,1
445,Yes,2,1,3,4,3,Male,27,59147.78,Divorced,2
446,Yes,4,4,5,5,5,Female,56,65900.37,Widowed,1
447,No,3,4,2,4,3,Male,19,69369.36,Divorced,6
448,Yes,3,3,4,4,4,Male,56,23382.74,Never Married,1
449,No,3,3,4,3,3,Female,83,25886.2,Widowed,2
450,No,2,2,4,4,4,Female,84,99519.26,Married,3
451,No,1,2,5,2,4,Male,62,93039.69,Widowed,0
452,No,4,3,3,4,3,Male,67,37852.37,Divorced,0
453,No,5,4,2,4,3,Female,21,54727.46,Never Married,1
454,No,4,4,5,3,4,Male,31,47944.46,Never Married,2
455,Yes,4,3,4,3,3,Female,25,18402.27,Divorced,2
456,Yes,4,4,4,5,3,Female,60,43631.75,Never Married,0
457,No,4,4,3,3,3,Female,84,31392.97,Separated,6
458,No,3,4,4,4,3,Female,36,10466.23,Separated,1
459,No,4,4,4,3,5,Female,87,20197.89,Divorced,0
460,Yes,4,4,4,5,3,Female,80,99482.26,Separated,2
461,No,2,3,3,3,4,Female,34,48005.75,Divorced,0
462,Yes,3,4,4,4,4,Male,39,50666.54,Widowed,4
463,No,3,4,4,3,3,Male,42,6117.38,Separated,8
464,No,3,4,4,2,3,Male,36,7953.27,Married,4
465,Yes,5,5,2,5,4,Male,18,101000.3,Never Married,0
466,No,5,5,3,3,4,Female,66,10882.02,Divorced,0
467,Yes,4,4,4,4,4,Female,20,69156.25,Separated,3
468,No,4,4,3,4,3,Female,73,19563.77,Married,0
469,No,3,3,3,4,4,Male,83,27113.0,Divorced,0
470,Yes,3,4,3,4,3,Male,67,156740.67,Married,2
471,Yes,2,3,3,3,2,Male,62,23165.82,Married,2
472,No,1,1,3,4,3,Male,34,13378.22,Never Married,2
473,No,2,3,3,4,4,Female,28,5337.97,Divorced,2
474,Yes,3,3,2,4,4,Female,26,72490.86,Married,2
475,Yes,2,2,5,3,3,Female,82,12476.24,Widowed,2
476,No,3,2,3,6,2,Male,59,64584.13,Divorced,1
477,No,3,4,4,4,3,Male,46,32885.95,Divorced,6
478,Yes,2,3,3,2,3,Male,44,80862.03,Widowed,1
479,No,5,4,5,4,3,Male,56,49800.1,Never Married,4
480,No,1,2,3,2,2,Male,32,6958.83,Never Married,10
481,Yes,6,5,3,3,4,Male,50,19133.76,Divorced,2
482,No,4,4,3,4,4,Male,53,23413.1,Widowed,7
483,No,5,6,5,2,5,Male,84,11957.82,Widowed,1
484,Yes,2,2,5,3,4,Male,33,31250.41,Married,5
485,No,3,3,4,3,2,Female,29,9487.91,Separated,3
486,Yes,4,4,4,4,4,Female,87,13533.47,Married,7
487,Yes,3,2,3,2,2,Female,34,46533.08,Separated,3
488,No,6,5,2,4,5,Female,34,47946.16,Separated,3
489,Yes,3,1,3,2,3,Male,28,14393.72,Separated,1
490,Yes,4,4,3,3,4,Male,68,4102.64,Separated,2
491,Yes,4,5,2,4,2,Male,26,11249.18,Divorced,0
492,No,4,5,4,4,4,Male,61,18684.74,Divorced,0
493,No,5,5,5,3,3,Male,79,75276.52,Divorced,4
494,No,4,3,1,5,3,Female,49,78129.73,Separated,1
495,Yes,5,5,4,3,4,Female,85,97761.18,Married,3
496,Yes,5,5,4,3,5,Male,25,20789.86,Married,0
497,Yes,4,5,4,4,6,Male,19,34038.71,Divorced,0
498,No,3,3,4,3,3,Female,28,16051.94,Separated,0
499,Yes,1,2,4,3,2,Male,86,24266.04,Separated,0
500,No,5,4,4,5,5,Female,54,28712.86,Widowed,0
501,Yes,3,4,3,3,4,Male,28,18966.81,Separated,2
502,No,4,4,4,4,4,Male,25,67530.44,Divorced,2
503,Yes,3,4,3,3,2,Female,81,38866.92,Separated,4
504,Yes,3,2,4,3,3,Male,89,44314.39,Widowed,2
505,Yes,4,4,4,2,4,Female,62,26929.55,Separated,0
506,No,4,3,3,4,3,Female,31,50643.95,Divorced,1
507,No,4,3,5,3,4,Female,48,4803.58,Widowed,3
508,Yes,4,4,4,4,3,Male,22,21278.71,Never Married,1
509,No,3,3,1,5,2,Female,22,16874.68,Divorced,0
510,No,3,3,4,3,4,Female,20,20314.7,Widowed,2
511,No,3,3,3,4,4,Male,58,146494.7,Separated,1
512,Yes,1,3,3,3,3,Male,81,28908.4,Separated,0
513,Yes,4,5,4,3,5,Female,26,159315.5,Divorced,0
514,Yes,4,3,4,3,5,Male,89,47370.85,Widowed,0
515,Yes,2,3,2,3,2,Male,59,59158.79,Divorced,1
516,Yes,4,3,4,4,4,Male,75,39802.79,Separated,0
517,No,3,5,4,2,5,Female,35,50195.66,Separated,5
518,No,4,4,3,2,5,Male,28,52946.65,Never Married,1
519,Yes,2,2,5,2,3,Female,48,7681.82,Never Married,3
520,No,3,4,3,4,3,Male,29,17876.13,Divorced,1
521,Yes,1,3,4,4,3,Female,62,21795.58,Married,0
522,No,4,3,4,3,3,Female,43,5192.16,Married,1
523,No,6,5,3,5,5,Female,66,60897.92,Separated,0
524,Yes,3,4,1,4,3,Male,56,35939.37,Separated,3
525,Yes,3,1,4,4,3,Male,73,24091.33,Separated,0
526,Yes,5,5,2,4,4,Male,21,41209.8,Married,4
527,Yes,5,5,4,4,4,Male,48,26695.46,Separated,1
528,No,4,5,3,2,4,Male,82,14185.42,Widowed,0
529,Yes,2,2,3,5,2,Male,22,12765.41,Widowed,0
530,No,3,3,1,4,3,Male,34,11386.53,Divorced,3
531,No,4,4,2,4,3,Male,56,56131.21,Never Married,2
532,Yes,4,5,2,4,3,Male,25,50560.17,Divorced,2
533,No,2,3,7,1,3,Nonbinary,44,24202.12,Divorced,0
534,No,3,3,4,3,3,Male,59,1668.97,Separated,1
535,No,4,5,3,4,3,Female,63,36973.83,Never Married,0
536,Yes,4,4,2,3,6,Female,76,17218.09,Separated,1
537,No,3,2,3,3,3,Female,41,34228.9,Married,4
538,No,5,5,4,3,4,Female,25,31159.95,Married,4
539,No,4,4,2,5,3,Female,40,21654.51,Separated,1
540,No,3,3,4,4,4,Male,77,36121.33,Separated,0
541,No,4,4,3,3,3,Male,20,76136.04,Divorced,4
542,Yes,3,3,5,4,3,Male,53,20957.58,Divorced,0
543,Yes,4,4,4,3,4,Male,36,33559.74,Separated,0
544,Yes,4,5,5,3,4,Female,86,30142.44,Separated,0
545,No,4,4,3,4,4,Male,59,21663.69,Never Married,1
546,Yes,5,4,4,2,5,Male,26,12924.08,Married,3
547,No,3,2,4,1,5,Male,61,67021.35,Separated,3
548,Yes,4,4,4,4,5,Female,27,31006.39,Never Married,3
549,Yes,4,4,2,5,4,Female,53,28580.25,Divorced,2
550,Yes,6,5,4,3,6,Male,32,23706.94,Separated,1
551,No,3,2,4,2,4,Male,60,49693.17,Never Married,0
552,Yes,3,4,5,3,4,Male,25,77622.97,Never Married,3
553,Yes,3,3,3,3,4,Female,52,86411.28,Divorced,3
554,No,2,2,4,2,3,Female,32,46353.07,Separated,10
555,No,2,4,3,5,3,Female,88,62359.81,Never Married,1
556,No,4,4,4,2,4,Female,59,19942.74,Widowed,0
557,Yes,3,3,5,3,3,Female,54,51203.14,Widowed,1
558,Yes,4,3,4,3,4,Male,83,10818.08,Widowed,3
559,No,5,5,7,2,6,Male,88,33165.9,Never Married,0
560,Yes,3,2,4,3,2,Female,68,25819.56,Never Married,1
561,Yes,4,3,4,4,4,Male,38,21806.2,Separated,0
562,Yes,5,5,4,4,3,Female,23,28082.45,Divorced,3
563,No,3,4,4,3,3,Male,55,69662.99,Widowed,3
564,No,2,3,4,4,2,Male,43,54674.22,Separated,1
565,No,3,2,2,4,3,Male,61,16706.02,Divorced,4
566,No,4,2,3,3,2,Female,38,31980.81,Separated,0
567,No,4,4,3,2,5,Female,28,41955.27,Never Married,4
568,Yes,3,4,5,3,2,Female,84,57107.43,Separated,0
569,Yes,3,3,4,5,5,Female,22,6769.7,Separated,0
570,No,4,4,3,6,4,Male,34,65191.79,Separated,1
571,No,3,2,5,2,3,Male,28,35947.74,Divorced,0
572,Yes,3,3,2,4,3,Male,83,23022.97,Never Married,6
573,Yes,5,4,4,4,4,Male,86,33529.19,Married,0
574,Yes,3,4,1,6,3,Male,79,73378.99,Widowed,3
575,Yes,4,3,3,3,4,Male,56,3504.7,Married,1
576,No,3,3,6,2,5,Female,47,20125.41,Widowed,0
577,No,5,5,5,3,4,Female,84,25807.14,Divorced,1
578,No,5,5,4,2,4,Male,35,21801.03,Never Married,8
579,No,5,5,4,3,5,Male,26,15518.51,Never Married,4
580,No,3,3,4,2,3,Female,41,10299.94,Never Married,0
581,Yes,3,3,3,4,3,Female,50,30944.95,Divorced,2
582,No,4,4,3,4,3,Male,34,80906.28,Married,1
583,No,4,4,5,3,3,Male,22,39281.35,Married,1
584,No,3,5,3,3,3,Male,55,14536.31,Separated,0
585,No,4,4,5,3,4,Male,80,43044.31,Divorced,6
586,Yes,4,3,4,3,4,Female,85,19373.31,Widowed,1
587,No,5,4,2,5,3,Female,58,46426.0,Never Married,0
588,Yes,4,4,3,5,3,Female,37,24903.99,Widowed,4
589,No,3,3,2,5,3,Female,71,82554.24,Separated,3
590,No,4,3,4,3,4,Male,63,48163.8,Divorced,0
591,Yes,3,4,2,4,6,Female,47,25331.3,Never Married,0
592,Yes,2,3,3,4,2,Male,80,25898.52,Married,2
593,No,3,4,4,5,2,Female,26,2374.22,Married,3
594,Yes,2,2,5,3,4,Female,28,88915.15,Married,3
595,Yes,3,4,4,3,4,Male,38,21168.49,Married,4
596,Yes,3,4,3,3,3,Female,79,74026.91,Widowed,2
597,No,2,3,3,5,4,Male,48,21064.75,Separated,2
598,No,5,4,1,4,4,Male,80,42659.99,Never Married,2
599,No,3,4,3,4,3,Female,66,15253.93,Married,4
600,No,5,5,2,4,4,Female,26,29353.41,Married,9
601,Yes,2,3,3,3,2,Female,56,35089.38,Divorced,1
602,No,3,3,3,4,2,Female,69,75443.13,Separated,4
603,No,3,4,1,5,3,Female,73,55081.63,Married,0
604,No,4,4,4,3,3,Female,55,16581.74,Married,0
605,Yes,6,5,3,4,4,Female,32,29361.24,Married,2
606,No,3,3,3,3,3,Female,71,26164.5,Never Married,1
607,Yes,2,2,3,4,2,Male,26,60231.84,Never Married,2
608,Yes,4,4,3,4,5,Male,71,20191.76,Widowed,2
609,Yes,2,3,4,3,4,Male,51,44316.41,Never Married,0
610,Yes,4,4,4,3,4,Male,89,51090.87,Never Married,1
611,Yes,2,3,4,3,4,Male,58,58324.01,Married,0
612,No,3,5,4,2,5,Female,46,48137.75,Widowed,2
613,No,3,4,6,3,4,Female,19,19639.83,Widowed,1
614,Yes,4,3,4,5,3,Male,18,27259.78,Divorced,1
615,No,3,3,4,3,3,Male,78,86897.5,Separated,1
616,Yes,2,3,2,6,2,Female,51,27537.94,Never Married,0
617,Yes,3,3,4,3,4,Female,65,8690.46,Widowed,0
618,No,2,3,4,3,3,Female,37,29823.06,Widowed,1
619,No,3,4,4,5,3,Female,38,28790.03,Married,0
620,Yes,2,1,3,3,2,Male,84,63725.44,Divorced,1
621,Yes,3,2,3,4,3,Female,43,14900.46,Divorced,1
622,No,5,5,1,5,3,Male,34,37552.96,Married,2
623,No,4,4,6,2,3,Male,48,163086.24,Widowed,2
624,Yes,5,5,4,3,4,Female,56,15621.76,Widowed,1
625,Yes,4,4,4,4,3,Female,53,12782.07,Widowed,0
626,Yes,4,4,4,4,5,Male,55,14331.34,Widowed,2
627,No,1,2,3,4,3,Male,35,25934.55,Separated,4
628,No,4,4,4,3,4,Female,18,37860.79,Married,0
629,No,5,4,3,5,4,Female,38,99007.42,Widowed,0
630,Yes,3,2,4,2,6,Male,55,49915.86,Never Married,1
631,Yes,5,6,5,4,5,Male,81,11455.64,Married,2
632,No,3,2,3,4,3,Female,55,22322.51,Never Married,0
633,No,3,4,3,4,2,Female,64,67019.55,Separated,0
634,Yes,4,4,5,3,4,Male,80,61436.18,Never Married,0
635,Yes,3,4,4,5,4,Male,36,83705.06,Never Married,1
636,No,3,3,4,3,2,Female,42,58187.53,Divorced,6
637,Yes,4,5,4,3,5,Male,44,36699.84,Widowed,4
638,Yes,4,3,3,4,4,Female,24,26942.28,Divorced,2
639,Yes,3,3,3,3,4,Female,39,15638.87,Never Married,1
640,Yes,4,5,3,4,2,Male,68,49252.56,Married,3
641,Yes,3,2,2,4,3,Nonbinary,83,8497.8,Separated,1
642,No,4,4,4,2,4,Male,56,56574.39,Married,2
643,No,4,4,4,3,4,Male,47,58297.91,Separated,4
644,Yes,3,3,5,3,3,Female,59,24940.07,Widowed,2
645,Yes,5,4,5,3,4,Female,28,18410.16,Married,1
646,No,3,4,4,3,4,Male,81,85742.06,Widowed,1
647,Yes,4,4,3,4,3,Male,69,100626.29,Separated,2
648,No,2,3,5,2,2,Male,77,20485.31,Divorced,1
649,No,4,4,3,5,4,Male,26,24166.24,Widowed,1
650,Yes,5,4,3,4,4,Male,47,60415.32,Separated,1
651,No,5,3,4,2,4,Female,50,40667.47,Never Married,2
652,Yes,2,2,4,1,5,Female,46,29876.17,Married,1
653,Yes,3,4,4,1,6,Male,40,22790.72,Separated,3
654,Yes,2,3,4,4,3,Male,52,67828.98,Never Married,5
655,No,5,4,3,4,3,Female,68,94520.02,Divorced,1
656,No,2,2,4,1,4,Male,82,172884.11,Separated,4
657,No,4,3,4,2,3,Male,83,45301.07,Never Married,1
658,Yes,5,5,3,5,3,Female,21,13673.66,Married,0
659,No,4,3,4,4,4,Male,43,33731.69,Separated,0
660,Yes,3,4,4,3,3,Male,65,47738.37,Separated,1
661,No,4,4,3,3,4,Female,82,26633.0,Separated,3
662,No,3,3,3,4,4,Female,48,70806.33,Never Married,0
663,Yes,2,3,4,3,2,Female,79,73566.21,Never Married,4
664,Yes,3,4,3,3,5,Male,33,50601.07,Never Married,1
665,No,3,2,3,3,4,Male,37,111380.52,Never Married,2
666,No,4,3,2,4,2,Female,35,30774.73,Widowed,1
667,No,5,5,3,3,4,Male,59,12428.24,Never Married,0
668,No,5,5,3,4,4,Male,44,43677.48,Married,1
669,No,5,5,3,4,6,Female,74,50806.21,Married,3
670,Yes,2,4,4,4,4,Female,31,32796.83,Widowed,4
671,Yes,3,3,2,5,2,Female,60,43636.68,Never Married,1
672,No,3,2,4,3,3,Female,18,44349.71,Never Married,3
673,Yes,5,5,3,3,5,Male,84,37376.03,Married,2
674,Yes,4,5,2,5,2,Female,68,60317.8,Widowed,4
675,Yes,3,4,4,3,4,Female,86,72436.33,Never Married,2
676,No,4,3,3,3,3,Female,73,54937.5,Divorced,0
677,No,2,3,4,4,3,Male,46,4739.77,Separated,3
678,No,3,4,4,3,4,Male,19,48037.69,Never Married,1
679,No,2,4,3,3,1,Male,27,37415.85,Married,0
680,No,5,4,3,4,3,Female,76,114609.0,Never Married,1
681,Yes,3,2,3,3,3,Male,56,90059.86,Married,1
682,No,3,4,3,4,4,Male,42,25670.71,Separated,2
683,No,2,3,3,4,3,Female,76,19288.27,Divorced,0
684,No,2,3,3,3,2,Male,42,39087.76,Separated,7
685,Yes,3,2,6,4,3,Female,32,169580.73,Divorced,0
686,No,4,4,4,4,4,Female,27,16593.59,Married,1
687,Yes,4,4,4,3,3,Female,74,18326.88,Separated,3
688,No,3,3,3,2,4,Female,64,168097.1,Widowed,2
689,Yes,5,6,3,2,6,Male,30,5850.56,Widowed,2
690,No,2,4,2,5,2,Female,23,16064.99,Widowed,4
691,No,2,3,1,5,2,Female,44,66365.07,Never Married,3
692,No,3,3,5,3,5,Female,77,53562.86,Divorced,0
693,No,4,4,3,5,3,Male,78,28937.89,Married,4
694,No,5,6,4,2,6,Female,20,62952.13,Never Married,1
695,Yes,3,3,4,4,3,Male,53,45777.4,Never Married,2
696,Yes,5,4,3,3,5,Female,20,6396.98,Separated,1
697,Yes,5,4,3,3,5,Female,82,26785.51,Never Married,6
698,Yes,4,4,3,5,3,Female,43,23311.73,Never Married,0
699,Yes,3,3,4,4,3,Nonbinary,38,65056.0,Widowed,1
700,No,4,5,3,4,3,Female,81,62921.94,Never Married,10
701,No,2,3,3,3,2,Male,34,120435.58,Divorced,0
702,Yes,4,3,5,3,5,Male,36,12145.97,Separated,7
703,Yes,3,3,3,4,4,Female,38,46111.61,Divorced,2
704,No,4,3,3,4,4,Female,33,81170.43,Married,1
705,No,4,3,2,4,3,Female,66,18893.5,Never Married,1
706,No,2,1,5,2,1,Female,78,11583.37,Married,2
707,Yes,3,4,3,4,3,Male,80,16852.05,Never Married,3
708,Yes,4,4,3,2,5,Male,38,68180.35,Never Married,4
709,Yes,5,5,4,4,4,Female,80,26569.28,Widowed,7
710,Yes,3,4,3,3,5,Male,48,24034.97,Divorced,0
711,No,5,5,3,3,4,Female,20,19474.37,Never Married,0
712,No,3,2,4,4,3,Male,18,23775.33,Never Married,0
713,Yes,6,5,3,2,4,Male,49,52875.82,Separated,1
714,No,3,4,4,4,5,Male,80,46786.18,Never Married,4
715,No,3,3,2,3,3,Female,24,68647.24,Married,0
716,Yes,3,2,3,2,4,Male,87,84826.6,Divorced,2
717,Yes,5,5,2,4,3,Male,73,42305.68,Widowed,0
718,Yes,3,3,5,2,4,Female,76,18301.98,Separated,2
719,No,5,4,4,4,3,Male,80,46647.99,Widowed,1
720,No,3,4,2,6,3,Female,89,28330.55,Never Married,0
721,Yes,5,5,4,2,3,Male,43,11661.07,Never Married,6
722,No,2,3,3,5,1,Female,50,82226.63,Divorced,0
723,No,5,5,3,4,4,Female,64,8864.63,Married,0
724,Yes,4,4,3,4,3,Male,49,96022.76,Separated,0
725,Yes,4,4,4,4,3,Female,32,52856.4,Widowed,3
726,No,4,4,2,4,3,Female,31,37772.16,Separated,0
727,No,3,4,4,2,4,Female,44,53135.08,Separated,4
728,No,3,3,4,4,2,Male,52,38311.94,Divorced,3
729,Yes,3,2,3,5,2,Male,66,25100.17,Widowed,2
730,No,4,3,3,4,4,Female,54,9080.2,Separated,1
731,Yes,2,3,4,3,2,Male,36,16778.35,Separated,0
732,Yes,3,3,4,4,1,Female,61,24518.97,Widowed,0
733,No,3,3,3,2,5,Male,27,57938.27,Widowed,1
734,No,2,2,4,2,3,Female,89,24865.85,Widowed,4
735,No,2,2,5,5,2,Male,47,16091.65,Separated,1
736,Yes,3,2,4,4,2,Male,81,48226.58,Never Married,2
737,Yes,2,1,3,3,3,Female,79,5694.61,Widowed,3
738,No,4,3,2,4,3,Male,35,15603.09,Married,3
739,Yes,5,4,5,3,3,Male,88,46988.4,Separated,0
740,No,3,1,3,3,3,Male,55,88666.42,Married,2
741,No,4,3,3,4,4,Female,34,65540.61,Separated,2
742,No,3,3,2,2,3,Female,35,112914.39,Widowed,2
743,No,5,4,4,3,5,Female,43,18534.37,Separated,1
744,No,5,4,2,3,4,Male,70,27588.53,Widowed,2
745,Yes,2,2,4,4,3,Male,50,3563.55,Divorced,1
746,No,3,4,2,4,4,Male,43,106964.84,Married,1
747,No,4,4,3,2,6,Male,69,61475.04,Divorced,9
748,Yes,2,2,2,5,1,Male,25,59930.95,Separated,0
749,No,5,3,3,1,4,Female,88,38656.75,Widowed,0
750,No,4,3,1,5,3,Female,69,23806.03,Widowed,1
751,Yes,4,3,2,5,3,Female,43,91141.18,Widowed,2
752,No,3,4,5,3,4,Male,79,23507.1,Widowed,3
753,No,3,3,4,4,4,Nonbinary,86,37837.28,Married,2
754,Yes,3,2,4,2,3,Female,84,9994.08,Divorced,3
755,Yes,4,4,5,3,3,Male,78,31779.0,Never Married,0
756,No,4,4,3,3,2,Female,84,18938.33,Widowed,1
757,Yes,4,3,5,2,3,Female,76,29459.16,Separated,1
758,Yes,4,4,5,3,2,Female,74,17520.23,Separated,4
759,No,4,4,4,4,5,Female,76,15615.89,Separated,5
760,No,4,3,4,2,3,Male,55,44493.49,Widowed,0
761,No,4,4,4,4,1,Male,57,5997.99,Married,0
762,No,3,4,4,3,4,Male,63,48557.08,Widowed,1
763,No,4,4,4,3,3,Female,89,13756.31,Never Married,4
764,No,3,4,3,3,5,Male,46,12366.21,Divorced,1
765,No,4,3,4,5,5,Female,22,11232.67,Divorced,1
766,Yes,3,3,2,4,3,Male,81,14999.93,Divorced,6
767,No,2,3,5,3,4,Male,58,30300.58,Widowed,3
768,No,2,3,3,3,3,Male,48,12339.69,Widowed,3
769,No,4,5,1,6,2,Female,78,9297.37,Widowed,3
770,Yes,5,4,4,5,3,Nonbinary,72,27581.84,Never Married,2
771,Yes,4,5,4,4,4,Male,76,45553.16,Never Married,4
772,No,3,3,5,2,3,Female,41,78642.15,Divorced,0
773,No,6,6,2,4,3,Male,29,11408.67,Never Married,1
774,No,3,4,5,4,4,Female,88,11391.26,Separated,1
775,No,4,3,4,3,3,Female,89,15872.36,Widowed,3
776,No,2,2,4,4,1,Male,30,30446.44,Married,3
777,Yes,3,2,2,4,4,Nonbinary,19,75130.89,Widowed,2
778,No,3,2,2,7,1,Female,87,18455.86,Never Married,2
779,Yes,5,4,6,4,4,Female,76,10589.74,Never Married,1
780,No,3,4,2,4,5,Male,69,7868.29,Separated,3
781,Yes,3,3,3,4,2,Female,21,33329.83,Separated,0
782,Yes,4,4,2,3,2,Male,26,27798.01,Widowed,0
783,Yes,3,5,3,3,3,Female,72,112245.07,Widowed,2
784,No,4,4,5,3,4,Male,66,45427.24,Never Married,3
785,No,3,3,4,2,4,Male,45,59333.32,Never Married,0
786,Yes,3,4,4,4,3,Female,50,49740.98,Married,4
787,No,5,6,2,4,6,Male,65,15543.8,Never Married,0
788,No,4,5,4,3,3,Female,70,31138.29,Never Married,0
789,Yes,3,4,4,4,4,Female,47,6972.84,Married,0
790,Yes,4,3,4,2,3,Male,39,54471.65,Married,4
791,No,4,3,3,4,5,Male,84,1425.61,Widowed,2
792,No,3,3,3,2,5,Male,83,29470.61,Widowed,0
793,Yes,3,3,3,4,3,Nonbinary,31,5149.97,Separated,1
794,Yes,3,4,4,3,3,Male,62,57559.65,Never Married,0
795,Yes,3,4,4,3,2,Male,85,14824.71,Widowed,3
796,Yes,4,5,4,4,5,Female,40,74381.07,Divorced,2
797,Yes,2,3,4,4,2,Female,67,62905.7,Married,4
798,Yes,3,3,3,4,3,Female,33,4297.28,Divorced,1
799,No,3,3,4,2,4,Male,77,36678.72,Separated,2
800,Yes,5,4,4,3,5,Male,20,20433.9,Never Married,2
801,Yes,3,4,4,4,2,Male,75,17089.24,Divorced,4
802,Yes,4,4,5,1,5,Female,24,27466.82,Married,10
803,No,4,4,3,5,4,Male,73,29249.18,Never Married,0
804,Yes,3,3,4,2,3,Male,63,50264.01,Married,2
805,No,2,1,4,4,2,Female,67,10231.67,Married,3
806,No,5,5,3,1,5,Male,44,51937.51,Separated,0
807,No,3,4,3,5,3,Male,52,6914.4,Widowed,3
808,Yes,4,4,2,4,4,Male,61,35808.85,Divorced,1
809,Yes,3,3,3,5,3,Male,41,43329.35,Married,0
810,Yes,2,2,2,5,2,Female,49,25435.29,Widowed,1
811,No,3,3,5,2,5,Nonbinary,45,33809.72,Never Married,1
812,Yes,5,3,4,4,4,Female,39,98173.49,Never Married,1
813,Yes,4,5,4,3,5,Male,52,6990.37,Never Married,0
814,No,3,3,3,2,4,Male,42,29345.58,Married,2
815,No,5,3,1,6,3,Female,29,21616.35,Widowed,0
816,Yes,5,4,3,5,3,Female,52,29736.31,Separated,1
817,No,4,3,4,2,3,Female,80,10670.46,Separated,2
818,No,3,4,2,4,4,Female,83,15842.09,Separated,0
819,Yes,2,3,2,5,4,Female,73,41717.46,Never Married,2
820,Yes,3,3,2,4,3,Female,34,29907.64,Never Married,0
821,Yes,4,4,4,1,5,Female,82,12482.52,Never Married,4
822,Yes,4,3,2,5,2,Male,23,12072.44,Married,9
823,No,3,3,5,4,2,Female,64,47300.07,Married,3
824,Yes,3,3,5,2,3,Female,47,42440.36,Widowed,2
825,Yes,4,4,3,4,3,Female,37,35223.63,Separated,3
826,Yes,4,5,2,2,4,Male,84,87580.83,Widowed,0
827,No,3,2,3,4,3,Male,45,24608.16,Never Married,2
828,No,2,2,2,3,3,Female,20,32011.39,Separated,1
829,Yes,5,3,4,5,4,Male,56,78944.18,Divorced,1
830,No,4,5,3,4,4,Female,80,21878.12,Widowed,4
831,Yes,3,3,2,3,3,Male,76,29005.1,Divorced,1
832,Yes,3,3,5,4,4,Male,79,14715.35,Widowed,1
833,No,3,4,5,1,5,Female,18,3401.06,Never Married,1
834,Yes,4,2,4,3,3,Male,19,45181.91,Separated,1
835,Yes,2,2,3,3,2,Male,47,51909.42,Separated,0
836,No,3,4,4,3,3,Female,56,20070.17,Widowed,0
837,No,3,3,4,2,4,Female,19,23299.98,Separated,10
838,No,2,4,3,2,4,Female,24,34292.78,Divorced,2
839,No,4,5,3,4,3,Female,57,37119.33,Widowed,3
840,Yes,4,4,5,4,3,Female,65,28056.39,Divorced,0
841,No,4,4,4,4,4,Nonbinary,43,6169.09,Widowed,1
842,Yes,3,3,3,5,3,Female,70,14219.58,Married,4
843,Yes,6,6,3,4,5,Female,60,48525.16,Divorced,2
844,No,5,4,4,4,5,Male,62,42076.21,Never Married,0
845,No,4,4,3,4,5,Female,22,69595.62,Never Married,1
846,No,2,1,2,5,2,Male,65,12476.49,Divorced,4
847,Yes,3,3,4,3,3,Female,86,71049.68,Divorced,5
848,Yes,3,4,5,4,3,Female,44,80844.48,Widowed,0
849,No,4,3,3,4,2,Female,27,22864.34,Divorced,2
850,Yes,3,3,5,4,3,Female,22,58126.33,Married,0
851,Yes,4,4,3,3,4,Female,83,47218.76,Widowed,1
852,Yes,4,5,4,5,4,Female,23,4064.62,Married,9
853,Yes,5,4,3,5,3,Female,81,24829.93,Never Married,1
854,No,4,5,5,1,4,Male,79,69238.83,Widowed,1
855,Yes,4,4,4,3,3,Female,18,11969.69,Never Married,1
856,Yes,3,4,4,4,3,Male,43,9124.29,Divorced,0
857,No,5,3,4,2,4,Female,18,27405.08,Divorced,0
858,Yes,4,3,3,3,5,Male,83,17280.24,Never Married,2
859,No,1,2,5,2,4,Female,55,37330.86,Divorced,4
860,No,4,4,4,3,5,Female,61,32389.5,Never Married,3
861,No,3,2,4,3,3,Female,54,26728.25,Divorced,0
862,Yes,2,3,5,4,3,Female,51,67100.14,Married,4
863,Yes,3,2,3,3,4,Female,81,26763.52,Widowed,4
864,No,4,4,4,4,5,Male,23,24147.42,Married,1
865,Yes,4,4,4,3,2,Male,61,18653.61,Divorced,1
866,Yes,4,4,3,4,4,Male,48,37922.51,Divorced,5
867,Yes,4,4,3,4,4,Male,58,23330.47,Widowed,2
868,No,5,5,4,4,4,Male,63,38378.12,Widowed,1
869,No,5,5,3,2,5,Male,78,2978.04,Widowed,0
870,Yes,5,4,4,2,4,Female,34,9441.99,Separated,0
871,No,2,3,3,3,3,Male,66,34901.12,Never Married,6
872,Yes,2,3,1,4,4,Female,32,13359.18,Married,0
873,Yes,4,3,3,4,5,Male,55,20761.43,Separated,0
874,Yes,3,3,3,4,1,Male,32,21486.46,Widowed,3
875,Yes,3,4,3,3,4,Male,69,36233.87,Never Married,3
876,Yes,5,4,3,5,5,Female,51,22120.88,Separated,10
877,Yes,5,4,4,4,5,Male,39,40725.32,Widowed,5
878,No,2,1,3,5,3,Female,30,44831.61,Divorced,2
879,Yes,4,4,2,3,6,Female,38,36574.2,Divorced,2
880,No,4,2,4,3,3,Male,87,40921.71,Widowed,1
881,Yes,4,3,2,5,4,Female,73,32746.0,Never Married,3
882,No,3,2,3,5,2,Male,45,73919.79,Married,0
883,Yes,4,3,2,4,4,Female,21,64292.47,Divorced,3
